absolute_error,batch,decision,estimate,experiment_name,interpretation,interval_lower,interval_upper,sample_size,seed,standard_error,threshold,true_probability
0.022,105,0,0.548,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.517153,0.578847,1000,1002131,0.015738,0.6,0.57
0.0,106,0,0.57,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.539315,0.600685,1000,1002132,0.015656,0.6,0.57
0.024,107,0,0.594,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.563562,0.624438,1000,1002133,0.015529,0.6,0.57
0.036,108,1,0.606,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.575714,0.636286,1000,1002134,0.015452,0.6,0.57
0.015,109,0,0.585,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.554461,0.615539,1000,1002135,0.015581,0.6,0.57
0.018,110,0,0.588,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.557493,0.618507,1000,1002136,0.015565,0.6,0.57
0.006,111,0,0.576,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.54537,0.60663,1000,1002137,0.015628,0.6,0.57
0.018,112,0,0.552,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.521178,0.582822,1000,1002138,0.015726,0.6,0.57
0.008,113,0,0.578,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.547389,0.608611,1000,1002139,0.015618,0.6,0.57
0.032,114,1,0.602,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.571661,0.632339,1000,1002140,0.015479,0.6,0.57
0.031,115,1,0.601,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.570649,0.631351,1000,1002141,0.015485,0.6,0.57
0.04,116,1,0.61,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.579769,0.640231,1000,1002142,0.015424,0.6,0.57
0.003,117,0,0.573,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.542342,0.603658,1000,1002143,0.015642,0.6,0.57
0.01,118,0,0.58,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.549409,0.610591,1000,1002144,0.015608,0.6,0.57
0.008,119,0,0.562,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.531249,0.592751,1000,1002145,0.015689,0.6,0.57
0.006,120,0,0.564,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.533265,0.594735,1000,1002146,0.015681,0.6,0.57
0.002,121,0,0.572,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.541333,0.602667,1000,1002147,0.015647,0.6,0.57
0.004,122,0,0.574,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.543351,0.604649,1000,1002148,0.015637,0.6,0.57
0.017,123,0,0.587,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.556482,0.617518,1000,1002149,0.01557,0.6,0.57
0.013,124,0,0.583,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.55244,0.61356,1000,1002150,0.015592,0.6,0.57
0.008,125,0,0.578,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.547389,0.608611,1000,1002151,0.015618,0.6,0.57
0.026,126,0,0.544,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.51313,0.57487,1000,1002152,0.01575,0.6,0.57
0.006,127,0,0.576,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.54537,0.60663,1000,1002153,0.015628,0.6,0.57
0.019,128,0,0.551,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.520171,0.581829,1000,1002154,0.015729,0.6,0.57
0.005,129,0,0.575,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.54436,0.60564,1000,1002155,0.015632,0.6,0.57
0.003,130,0,0.567,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.536289,0.597711,1000,1002156,0.015669,0.6,0.57
0.018,131,0,0.552,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.521178,0.582822,1000,1002157,0.015726,0.6,0.57
0.004,132,0,0.574,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.543351,0.604649,1000,1002158,0.015637,0.6,0.57
0.001,133,0,0.571,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.540324,0.601676,1000,1002159,0.015651,0.6,0.57
0.029,134,0,0.541,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.510114,0.571886,1000,1002160,0.015758,0.6,0.57
0.011,135,0,0.559,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.528226,0.589774,1000,1002161,0.015701,0.6,0.57
0.008,136,0,0.578,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.547389,0.608611,1000,1002162,0.015618,0.6,0.57
0.015,137,0,0.585,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.554461,0.615539,1000,1002163,0.015581,0.6,0.57
0.004,138,0,0.566,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.535281,0.596719,1000,1002164,0.015673,0.6,0.57
0.002,139,0,0.568,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.537298,0.598702,1000,1002165,0.015664,0.6,0.57
0.005,140,0,0.565,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.534273,0.595727,1000,1002166,0.015677,0.6,0.57
0.003,141,0,0.567,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.536289,0.597711,1000,1002167,0.015669,0.6,0.57
0.002,142,0,0.568,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.537298,0.598702,1000,1002168,0.015664,0.6,0.57
0.03,143,0,0.54,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.509109,0.570891,1000,1002169,0.015761,0.6,0.57
0.005,144,0,0.565,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.534273,0.595727,1000,1002170,0.015677,0.6,0.57
0.012,145,0,0.558,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.527219,0.588781,1000,1002171,0.015705,0.6,0.57
0.015,146,0,0.555,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.524198,0.585802,1000,1002172,0.015715,0.6,0.57
0.009,147,0,0.579,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.548399,0.609601,1000,1002173,0.015613,0.6,0.57
0.005,148,0,0.565,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.534273,0.595727,1000,1002174,0.015677,0.6,0.57
0.013,149,0,0.557,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.526212,0.587788,1000,1002175,0.015708,0.6,0.57
0.005,150,0,0.575,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.54436,0.60564,1000,1002176,0.015632,0.6,0.57
0.004,151,0,0.574,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.543351,0.604649,1000,1002177,0.015637,0.6,0.57
0.012,152,0,0.582,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.551429,0.612571,1000,1002178,0.015597,0.6,0.57
0.016,153,0,0.586,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.555472,0.616528,1000,1002179,0.015576,0.6,0.57
0.004,154,0,0.574,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.543351,0.604649,1000,1002180,0.015637,0.6,0.57
0.015,155,0,0.585,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.554461,0.615539,1000,1002181,0.015581,0.6,0.57
0.012,156,0,0.582,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.551429,0.612571,1000,1002182,0.015597,0.6,0.57
0.031,157,1,0.601,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.570649,0.631351,1000,1002183,0.015485,0.6,0.57
0.019,158,0,0.589,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.558505,0.619495,1000,1002184,0.015559,0.6,0.57
0.012,159,0,0.558,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.527219,0.588781,1000,1002185,0.015705,0.6,0.57
0.012,160,0,0.582,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.551429,0.612571,1000,1002186,0.015597,0.6,0.57
0.021,161,0,0.591,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.560527,0.621473,1000,1002187,0.015547,0.6,0.57
0.008,162,0,0.562,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.531249,0.592751,1000,1002188,0.015689,0.6,0.57
0.0,163,0,0.57,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.539315,0.600685,1000,1002189,0.015656,0.6,0.57
0.013,164,0,0.583,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.55244,0.61356,1000,1002190,0.015592,0.6,0.57
0.024,165,0,0.546,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.515141,0.576859,1000,1002191,0.015744,0.6,0.57
0.008,166,0,0.562,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.531249,0.592751,1000,1002192,0.015689,0.6,0.57
0.01,167,0,0.56,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.529234,0.590766,1000,1002193,0.015697,0.6,0.57
0.004,168,0,0.566,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.535281,0.596719,1000,1002194,0.015673,0.6,0.57
0.007,169,0,0.563,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.532257,0.593743,1000,1002195,0.015685,0.6,0.57
