baseline_capacity,hidden_need_unobserved_in_real_study,individual_true_effect,institutional_access,interpretation,observed_outcome,potential_outcome_control,potential_outcome_treated,prior_risk,treatment,treatment_probability,unit_id
0.710372,0.403619,0.216596,0.758836,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.41988,0.41988,0.636476,0.61789,0,0.614221,1122
0.679307,0.167766,0.238861,0.798263,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.198751,0.198751,0.437613,0.037944,0,0.371971,1123
0.265028,0.527286,0.208214,0.586723,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.810113,0.601898,0.810113,0.493411,1,0.599079,1124
0.320239,0.656609,0.196628,0.715808,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.761498,0.564869,0.761498,0.824475,1,0.745073,1125
0.756455,0.204403,0.224585,1.0,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.529861,0.529861,0.754445,0.452728,0,0.575052,1126
0.484978,0.318973,0.217004,0.802475,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.759731,0.542727,0.759731,0.43863,1,0.574625,1127
0.541966,0.443185,0.201006,0.979171,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.579458,0.579458,0.780464,0.881336,0,0.767372,1128
0.293646,0.624538,0.221226,0.616022,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.534431,0.534431,0.755657,0.189577,0,0.48588,1129
0.99509,0.298177,0.239895,0.737016,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.261756,0.261756,0.501651,0.248947,0,0.411998,1130
0.199798,0.926717,0.194286,1.0,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.92031,0.726024,0.92031,0.792687,1,0.805714,1131
0.548487,0.213793,0.232308,0.511793,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.200082,0.200082,0.43239,0.103672,0,0.361062,1132
0.611769,0.632889,0.204809,0.531709,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.784361,0.579553,0.784361,0.838614,1,0.683673,1133
0.844392,0.452963,0.233459,0.690965,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.598157,0.364698,0.598157,0.296815,1,0.455415,1134
0.256446,0.406676,0.20651,0.793719,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.827963,0.621453,0.827963,0.529586,1,0.645604,1135
0.354615,0.513562,0.216023,0.453924,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.716105,0.500082,0.716105,0.365376,1,0.505853,1136
0.29071,0.428948,0.211519,0.833423,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.502775,0.502775,0.714294,0.43007,0,0.612603,1137
0.382509,0.96739,0.208347,0.443805,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.69577,0.487423,0.69577,0.578203,1,0.624684,1138
0.6619,0.300463,0.222505,1.0,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.502617,0.502617,0.725123,0.433795,0,0.588285,1139
0.418811,0.420492,0.224165,0.830544,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.442271,0.442271,0.666436,0.209989,0,0.504817,1140
0.29104,0.457214,0.220075,0.589641,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.704304,0.484229,0.704304,0.216406,1,0.477071,1141
0.514544,0.449733,0.216582,0.54514,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.457538,0.457538,0.67412,0.471367,0,0.541289,1142
0.56742,0.526217,0.220408,0.99189,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.620951,0.400543,0.620951,0.415366,1,0.610771,1143
0.305305,0.363052,0.191589,0.78543,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.795906,0.604317,0.795906,0.939246,1,0.773209,1144
0.437567,0.397071,0.195846,0.651552,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.661845,0.466,0.661845,0.932034,1,0.738848,1145
0.486551,0.430271,0.217811,0.808551,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.595372,0.37756,0.595372,0.419628,1,0.577531,1146
0.286044,0.557415,0.226311,0.545906,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.416494,0.416494,0.642805,0.05675,0,0.412274,1147
0.089657,0.417805,0.185141,0.821022,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.814227,0.629086,0.814227,0.93871,1,0.801176,1148
0.40601,0.20393,0.227353,0.647353,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.509751,0.282399,0.509751,0.120688,1,0.412766,1149
0.480086,0.238343,0.218424,0.581983,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.649438,0.431014,0.649438,0.399474,1,0.505797,1150
0.376414,0.505841,0.210971,0.385981,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.693193,0.482222,0.693193,0.508035,1,0.546455,1151
0.341835,0.848727,0.198872,0.579739,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.926089,0.727216,0.926089,0.784564,1,0.720381,1152
0.536372,0.707025,0.199002,0.933703,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.865737,0.666735,0.865737,0.927234,1,0.790184,1153
0.294005,0.560153,0.189423,1.0,Synthetic observational data with measured and hidden confounding for teaching causal review.,1.003889,0.814465,1.003889,0.984919,1,0.826277,1154
0.546074,0.379247,0.230632,0.627603,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.321114,0.321114,0.551746,0.143762,0,0.414126,1155
0.539031,0.337429,0.218049,0.464171,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.640966,0.422917,0.640966,0.453037,1,0.503422,1156
0.643398,0.483762,0.221196,1.0,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.606001,0.384806,0.606001,0.452661,1,0.613569,1157
0.557491,0.360061,0.218455,0.78221,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.659418,0.440963,0.659418,0.456752,1,0.571487,1158
0.696931,0.231487,0.240461,0.695076,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.211888,0.211888,0.452348,0.011183,0,0.344563,1159
0.488844,0.64778,0.199384,0.688913,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.958662,0.759278,0.958662,0.882035,1,0.740543,1160
0.465386,0.81703,0.203171,0.588959,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.722067,0.518897,0.722067,0.769769,1,0.700721,1161
0.506747,0.415688,0.230213,0.610126,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.343391,0.343391,0.573604,0.124738,0,0.411251,1162
0.880429,0.76142,0.229451,0.643671,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.4281,0.4281,0.657551,0.424052,0,0.519757,1163
0.445746,0.844135,0.209412,0.577178,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.493219,0.493219,0.702632,0.599005,0,0.640894,1164
0.459089,0.518564,0.195649,0.827367,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.855689,0.66004,0.855689,0.953096,1,0.778141,1165
0.292795,0.598158,0.210987,0.833184,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.818635,0.607649,0.818635,0.444933,1,0.631967,1166
0.40191,0.631694,0.205474,0.757763,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.778361,0.572888,0.778361,0.664594,1,0.687986,1167
0.352286,0.75326,0.19087,0.888236,Synthetic observational data with measured and hidden confounding for teaching causal review.,1.037531,0.84666,1.037531,0.992453,1,0.819421,1168
0.42632,0.47655,0.218393,0.763177,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.608221,0.389829,0.608221,0.359919,1,0.555985,1169
0.570712,0.542925,0.220044,0.3775,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.611961,0.391917,0.611961,0.426924,1,0.48786,1170
0.682408,0.683823,0.207201,0.819086,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.762668,0.555467,0.762668,0.831771,1,0.727636,1171
0.558778,0.688396,0.207554,0.899921,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.501415,0.501415,0.708968,0.730244,0,0.721808,1172
0.669814,0.50828,0.200902,0.84792,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.795991,0.59509,0.795991,0.979821,1,0.767979,1173
0.51753,0.576017,0.21302,0.54452,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.590172,0.377152,0.590172,0.562659,1,0.588603,1174
0.681801,0.46528,0.232142,0.651122,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.340233,0.340233,0.572376,0.207789,0,0.433929,1175
0.358504,0.619468,0.223609,0.940111,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.670675,0.447066,0.670675,0.178652,1,0.540786,1176
0.320023,0.762268,0.19595,0.943996,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.877877,0.681927,0.877877,0.84127,1,0.791051,1177
0.494679,0.675594,0.199921,1.0,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.80836,0.608439,0.80836,0.872985,1,0.786643,1178
0.526586,0.585703,0.230971,0.527653,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.539344,0.308374,0.539344,0.12067,1,0.404436,1179
0.456302,0.495092,0.223138,0.739936,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.674782,0.451644,0.674782,0.263775,1,0.509122,1180
0.443932,0.464931,0.215228,0.770763,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.455997,0.455997,0.671225,0.45224,0,0.591437,1181
0.561206,0.243222,0.222593,0.587759,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.683655,0.461063,0.683655,0.356082,1,0.478412,1182
0.389647,0.524992,0.212402,0.697242,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.730136,0.517735,0.730136,0.482195,1,0.600541,1183
0.597145,0.611815,0.220138,0.513602,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.395124,0.395124,0.615262,0.444406,0,0.52636,1184
0.426632,0.507675,0.224265,0.329451,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.570685,0.346419,0.570685,0.213347,1,0.407356,1185
0.301193,0.501168,0.212604,0.617434,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.591852,0.591852,0.804456,0.41079,0,0.56522,1186
0.327803,0.609916,0.191053,0.904167,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.853064,0.662012,0.853064,0.969536,1,0.810222,1187
0.518791,0.486833,0.217082,0.78114,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.637072,0.637072,0.854154,0.462038,0,0.589376,1188
0.39139,0.19246,0.219034,0.894507,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.659019,0.439986,0.659019,0.317701,1,0.546524,1189
